,Crime_ID,Theft_Type
1436,2265,Other Theft
1437,2266,Theft from Vehicle
1438,2269,Theft from Vehicle
1439,2270,Theft of Vehicle
1440,2271,Other Theft
1442,2273,Theft from Vehicle
1443,2274,Theft of Vehicle
1444,2275,Other Theft
1445,2280,Theft from Vehicle
1446,2285,Theft from Vehicle
1450,2294,Theft from Vehicle
1451,2296,Theft of Vehicle
1453,2301,Theft of Bicycle
1455,2306,Theft from Vehicle
1457,2308,Theft of Vehicle
1458,2309,Theft from Vehicle
1459,2311,Theft of Vehicle
1460,2313,Theft of Vehicle
1461,2314,Theft from Vehicle
1463,2316,Theft from Vehicle
1466,2320,Theft from Vehicle
1468,2322,Theft of Vehicle
1469,2324,Theft of Vehicle
1470,2325,Theft from Vehicle
1473,2329,Theft from Vehicle
1474,2330,Theft of Vehicle
1475,2331,Theft of Vehicle
1476,2332,Theft of Vehicle
1477,2333,Theft from Vehicle
1478,2334,Theft from Vehicle
1480,2336,Theft from Vehicle
1483,2342,Theft from Vehicle
1485,2345,Other Theft
1486,2346,Theft from Vehicle
1488,2348,Theft of Vehicle
1489,2349,Theft of Vehicle
1492,2356,Theft of Vehicle
1493,2357,Theft of Bicycle
1494,2358,Theft from Vehicle
1496,2361,Theft of Bicycle
1497,2362,Theft from Vehicle
1498,2368,Theft of Vehicle
1499,2369,Theft from Vehicle
1500,2370,Other Theft
1501,2371,Theft from Vehicle
1502,2375,Theft of Bicycle
1503,2376,Other Theft
1504,2377,Theft of Bicycle
1505,2378,Other Theft
1506,2379,Theft from Vehicle
1507,2380,Theft from Vehicle
1508,2381,Theft from Vehicle
1509,2383,Theft from Vehicle
1510,2384,Other Theft
1513,2389,Theft of Vehicle
1514,2390,Theft from Vehicle
1515,2392,Other Theft
1516,2393,Other Theft
1517,2394,Theft from Vehicle
1518,2395,Other Theft
1519,2396,Theft from Vehicle
1520,2399,Other Theft
1521,2400,Theft from Vehicle
1522,2402,Other Theft
1523,2403,Other Theft
1524,2404,Other Theft
1525,2408,Theft of Vehicle
1526,2409,Theft from Vehicle
1527,2411,Theft of Vehicle
1528,2412,Other Theft
1529,2413,Other Theft
1530,2414,Other Theft
1531,2415,Other Theft
1532,2416,Theft from Vehicle
1533,2417,Other Theft
1534,2419,Theft from Vehicle
1535,2420,Other Theft
1536,2423,Theft from Vehicle
1537,2425,Theft from Vehicle
1538,2427,Other Theft
1540,2431,Theft from Vehicle
1541,2433,Other Theft
1542,2435,Theft of Bicycle
1544,2438,Theft from Vehicle
1545,2443,Theft of Vehicle
1546,2447,Other Theft
1547,2448,Theft from Vehicle
1548,2449,Theft from Vehicle
1549,2450,Theft from Vehicle
1550,2451,Theft from Vehicle
1551,2452,Theft from Vehicle
1552,2454,Theft from Vehicle
1553,2455,Other Theft
1554,2457,Theft of Vehicle
1555,2458,Other Theft
1556,2459,Theft from Vehicle
1557,2461,Theft from Vehicle
1558,2463,Theft from Vehicle
1559,2466,Theft from Vehicle
1560,2469,Other Theft
1561,2470,Other Theft
1562,2472,Theft of Vehicle
1563,2473,Theft of Bicycle
1564,2474,Other Theft
1565,2477,Theft of Bicycle
1566,2479,Theft of Bicycle
1567,2480,Theft of Bicycle
1568,2481,Theft of Bicycle
1569,2482,Theft of Vehicle
1570,2483,Theft of Bicycle
1571,2484,Other Theft
1572,2485,Theft from Vehicle
1573,2486,Theft from Vehicle
1574,2488,Theft of Bicycle
1575,2489,Theft from Vehicle
1576,2490,Theft of Vehicle
1577,2491,Theft from Vehicle
1578,2492,Other Theft
1579,2495,Theft from Vehicle
1580,2496,Theft of Vehicle
1581,2498,Other Theft
1582,2499,Theft from Vehicle
1583,2500,Other Theft
1584,2501,Other Theft
1586,2503,Theft from Vehicle
1587,2504,Theft from Vehicle
1588,2507,Theft from Vehicle
1590,2509,Theft of Vehicle
1591,2510,Theft of Bicycle
1592,2511,Theft from Vehicle
1593,2512,Theft from Vehicle
1594,2515,Theft from Vehicle
1595,2516,Theft from Vehicle
1596,2517,Theft of Vehicle
1601,2526,Theft from Vehicle
1602,2527,Theft from Vehicle
1605,2533,Theft from Vehicle
1609,2537,Theft of Vehicle
1612,2541,Theft of Vehicle
1616,2551,Theft from Vehicle
1618,2553,Theft of Vehicle
1619,2554,Theft from Vehicle
1620,2555,Theft of Vehicle
1626,2564,Other Theft
1627,2565,Theft from Vehicle
1628,2566,Theft of Vehicle
1629,2567,Theft of Vehicle
1630,2568,Theft from Vehicle
1631,2569,Theft of Vehicle
1632,2575,Theft of Bicycle
1634,2577,Theft of Vehicle
1635,2578,Theft of Vehicle
1636,2579,Theft from Vehicle
1637,2581,Theft from Vehicle
1638,2587,Theft from Vehicle
1639,2589,Theft from Vehicle
1640,2590,Other Theft
1641,2591,Theft of Vehicle
1642,2600,Theft from Vehicle
1643,2601,Theft from Vehicle
1644,2602,Theft from Vehicle
1645,2603,Other Theft
1646,2609,Theft of Vehicle
1647,2610,Theft of Vehicle
1648,2611,Theft from Vehicle
1649,2613,Theft from Vehicle
1650,2615,Theft from Vehicle
1651,2616,Theft of Bicycle
1655,2622,Theft from Vehicle
1657,2626,Theft from Vehicle
1658,2629,Theft of Bicycle
1667,2648,Theft of Vehicle
1670,2651,Theft from Vehicle
1672,2655,Theft from Vehicle
1674,2657,Theft of Bicycle
1676,2660,Theft from Vehicle
1677,2661,Theft of Vehicle
1682,2668,Other Theft
1685,2671,Theft of Bicycle
1686,2675,Theft of Vehicle
1687,2680,Theft from Vehicle
1689,2684,Theft of Bicycle
1690,2686,Theft from Vehicle
1691,2687,Theft of Vehicle
1692,2688,Theft of Bicycle
1693,2689,Theft of Vehicle
1694,2696,Theft of Bicycle
1695,2697,Theft from Vehicle
1696,2698,Theft from Vehicle
1699,2702,Theft from Vehicle
1701,2706,Theft from Vehicle
1702,2707,Theft of Bicycle
1703,2708,Theft from Vehicle
1706,2711,Theft from Vehicle
1707,2715,Theft from Vehicle
1711,2725,Theft from Vehicle
1712,2726,Theft from Vehicle
1713,2728,Theft from Vehicle
1714,2730,Theft from Vehicle
1716,2734,Theft from Vehicle
1717,2735,Theft from Vehicle
1723,2750,Theft from Vehicle
1726,2753,Theft from Vehicle
1727,2754,Theft of Bicycle
1728,2756,Theft from Vehicle
1729,2759,Theft from Vehicle
1730,2760,Theft from Vehicle
1733,2768,Theft from Vehicle
1739,2784,Theft from Vehicle
1741,2787,Theft of Vehicle
1746,2797,Theft of Vehicle
1747,2798,Theft from Vehicle
1749,2800,Theft of Vehicle
1751,2806,Theft of Bicycle
1755,2810,Theft from Vehicle
1757,2812,Theft from Vehicle
1759,2814,Theft from Vehicle
1760,2816,Theft of Vehicle
1761,2818,Theft of Vehicle
1762,2819,Theft of Vehicle
1763,2820,Theft of Vehicle
1768,2826,Theft of Bicycle
1769,2835,Theft from Vehicle
1771,2838,Theft from Vehicle
1772,2839,Theft from Vehicle
1774,2845,Theft from Vehicle
1776,2848,Theft from Vehicle
1777,2849,Other Theft
1783,2855,Theft from Vehicle
1785,2858,Theft from Vehicle
1787,2861,Theft from Vehicle
1791,2866,Theft of Vehicle
1792,2867,Theft from Vehicle
1795,2871,Other Theft
1797,2873,Theft from Vehicle
1798,2874,Theft of Vehicle
1799,2875,Theft from Vehicle
1801,2877,Theft of Vehicle
1802,2878,Theft of Vehicle
1803,2879,Theft from Vehicle
1804,2880,Theft from Vehicle
1806,2882,Theft of Bicycle
1807,2883,Theft of Bicycle
1808,2884,Theft of Vehicle
1809,2885,Theft of Bicycle
1810,2886,Theft of Bicycle
1811,2888,Theft from Vehicle
1815,2896,Theft from Vehicle
1816,2897,Theft from Vehicle
1817,2899,Theft from Vehicle
1818,2900,Theft from Vehicle
1820,2902,Theft of Vehicle
1821,2903,Theft from Vehicle
1824,2907,Theft of Bicycle
1825,2909,Theft from Vehicle
1827,2912,Theft from Vehicle
1829,2915,Theft from Vehicle
1839,2929,Theft of Vehicle
1840,2930,Theft of Vehicle
1841,2931,Theft of Vehicle
1845,2936,Theft of Bicycle
1846,2939,Theft of Vehicle
1847,2942,Theft of Vehicle
1850,2946,Theft from Vehicle
1852,2951,Theft of Bicycle
1853,2952,Theft from Vehicle
1855,2954,Other Theft
1856,2955,Theft of Vehicle
1857,2958,Theft of Bicycle
1858,2960,Other Theft
1859,2961,Theft from Vehicle
1860,2962,Theft of Bicycle
1861,2963,Theft from Vehicle
1862,2964,Theft of Vehicle
1864,2968,Theft from Vehicle
1867,2974,Theft of Vehicle
1870,2978,Theft of Vehicle
1871,2979,Theft of Vehicle
1872,2980,Theft from Vehicle
1873,2981,Theft from Vehicle
1874,2982,Theft of Bicycle
1875,2987,Theft of Bicycle
1878,2996,Theft from Vehicle
1879,2998,Theft from Vehicle
1881,3000,Theft of Bicycle
1882,3002,Theft from Vehicle
1883,3007,Theft of Vehicle
1884,3009,Theft of Bicycle
1885,3010,Theft of Bicycle
1886,3012,Theft of Vehicle
1887,3014,Theft of Bicycle
1889,3016,Theft of Bicycle
1890,3018,Theft from Vehicle
1891,3025,Theft from Vehicle
1892,3026,Theft from Vehicle
1893,3027,Theft from Vehicle
1894,3029,Theft of Bicycle
1895,3030,Theft from Vehicle
1896,3031,Theft of Vehicle
1897,3033,Theft from Vehicle
1899,3036,Theft of Bicycle
1901,3040,Theft from Vehicle
1902,3042,Theft from Vehicle
1903,3043,Theft from Vehicle
1904,3044,Theft from Vehicle
1905,3052,Theft of Vehicle
1906,3053,Theft from Vehicle
1907,3057,Theft from Vehicle
1908,3059,Theft from Vehicle
1910,3065,Theft from Vehicle
1911,3066,Theft from Vehicle
1913,3068,Theft of Vehicle
1914,3069,Theft of Vehicle
1915,3070,Theft from Vehicle
1916,3072,Theft from Vehicle
1917,3075,Theft of Vehicle
1918,3076,Theft of Vehicle
1919,3077,Theft of Vehicle
1921,3081,Theft of Bicycle
1922,3083,Theft from Vehicle
1923,3093,Theft of Vehicle
1925,3100,Theft from Vehicle
1926,3101,Theft from Vehicle
1927,3102,Theft from Vehicle
1928,3103,Theft of Bicycle
1929,3107,Theft from Vehicle
1930,3109,Theft of Bicycle
1931,3110,Theft from Vehicle
1932,3113,Theft of Vehicle
1933,3114,Theft of Vehicle
1934,3115,Theft of Vehicle
1935,3116,Theft of Vehicle
1936,3117,Theft of Vehicle
1938,3120,Theft of Vehicle
1939,3121,Theft of Bicycle
1940,3122,Theft from Vehicle
1941,3124,Theft of Vehicle
1942,3125,Theft of Vehicle
1943,3126,Theft of Vehicle
1944,3132,Theft from Vehicle
1945,3134,Theft from Vehicle
1946,3135,Theft from Vehicle
1947,3136,Other Theft
1948,3139,Theft of Vehicle
1950,3141,Other Theft
1952,3143,Theft from Vehicle
1953,3144,Theft from Vehicle
1954,3146,Theft from Vehicle
1955,3147,Theft from Vehicle
1957,3149,Theft from Vehicle
1959,3151,Other Theft
1960,3152,Theft of Vehicle
1961,3155,Theft of Vehicle
1962,3156,Theft of Vehicle
1963,3158,Theft of Vehicle
1964,3159,Theft from Vehicle
1966,3164,Theft of Vehicle
1967,3165,Theft of Bicycle
1968,3168,Theft from Vehicle
1970,3173,Theft of Vehicle
1971,3175,Theft of Vehicle
1972,3176,Theft from Vehicle
1973,3177,Theft of Vehicle
1974,3178,Theft of Vehicle
1976,3181,Theft from Vehicle
1978,3187,Theft of Vehicle
1979,3191,Other Theft
1980,3192,Theft of Vehicle
1981,3194,Theft of Vehicle
1982,3196,Theft of Bicycle
1983,3198,Other Theft
1984,3199,Theft of Bicycle
1985,3201,Theft of Vehicle
1987,3204,Theft of Bicycle
1988,3205,Other Theft
1989,3206,Theft of Vehicle
1990,3207,Theft of Vehicle
1991,3209,Other Theft
1992,3210,Theft of Vehicle
1993,3211,Theft of Vehicle
1994,3213,Other Theft
1995,3214,Theft from Vehicle
1996,3216,Theft from Vehicle
1997,3217,Theft of Bicycle
2000,3221,Other Theft
2003,3229,Theft of Bicycle
2004,3231,Theft from Vehicle
2006,3234,Theft from Vehicle
2007,3238,Theft of Vehicle
2009,3241,Theft from Vehicle
2010,3244,Theft from Vehicle
2012,3248,Other Theft
2013,3249,Theft from Vehicle
2014,3250,Theft of Vehicle
2015,3251,Theft of Vehicle
2016,3252,Theft from Vehicle
2017,3255,Theft from Vehicle
2018,3258,Theft of Vehicle
2019,3262,Other Theft
2020,3263,Theft of Vehicle
2021,3264,Theft of Bicycle
2022,3266,Theft from Vehicle
2024,3270,Theft of Vehicle
2025,3274,Theft of Bicycle
2026,3279,Theft of Vehicle
2028,3281,Theft from Vehicle
2030,3283,Theft of Vehicle
2031,3285,Theft of Vehicle
2032,3287,Theft from Vehicle
2034,3290,Theft of Vehicle
2035,3291,Theft of Vehicle
2036,3294,Theft of Bicycle
2038,3298,Theft from Vehicle
2040,3302,Theft of Vehicle
2041,3303,Theft of Vehicle
2045,3314,Theft of Vehicle
2046,3315,Theft of Vehicle
2050,3324,Theft from Vehicle
2058,3337,Theft of Vehicle
2059,3338,Theft of Vehicle
2063,3343,Theft from Vehicle
2065,3345,Theft from Vehicle
2066,3346,Theft of Vehicle
2068,3349,Theft of Bicycle
2069,3350,Theft from Vehicle
2071,3353,Theft of Bicycle
2073,3356,Theft of Vehicle
2074,3358,Theft from Vehicle
2075,3359,Theft from Vehicle
2079,3369,Theft from Vehicle
2081,3372,Theft from Vehicle
2082,3373,Theft from Vehicle
2084,3379,Other Theft
2085,3380,Theft from Vehicle
2088,3385,Theft of Bicycle
2089,3390,Theft of Vehicle
2090,3391,Theft of Vehicle
2091,3394,Theft of Bicycle
2093,3396,Theft from Vehicle
2094,3398,Theft from Vehicle
2095,3400,Theft from Vehicle
2096,3401,Theft from Vehicle
2097,3402,Theft from Vehicle
2098,3405,Theft of Bicycle
2099,3406,Theft of Bicycle
2100,3411,Other Theft
2101,3412,Theft from Vehicle
2103,3417,Theft from Vehicle
2105,3419,Theft of Vehicle
2109,3428,Theft from Vehicle
2110,3430,Theft from Vehicle
2111,3431,Theft of Vehicle
2112,3432,Theft of Vehicle
2113,3434,Theft of Vehicle
2115,3437,Theft from Vehicle
2116,3440,Theft from Vehicle
2117,3442,Theft from Vehicle
2118,3443,Other Theft
2119,3446,Theft of Vehicle
2120,3447,Theft of Vehicle
2122,3452,Theft from Vehicle
2123,3453,Theft of Vehicle
2124,3454,Theft from Vehicle
2125,3455,Theft from Vehicle
2131,3463,Theft from Vehicle
2133,3465,Theft of Vehicle
2134,3466,Theft from Vehicle
2135,3467,Theft from Vehicle
2136,3468,Theft from Vehicle
2138,3470,Theft from Vehicle
2139,3471,Theft of Vehicle
2140,3472,Theft from Vehicle
2141,3473,Theft of Vehicle
2142,3476,Theft from Vehicle
2144,3480,Theft from Vehicle
2146,3484,Other Theft
2148,3486,Theft from Vehicle
2149,3489,Theft of Vehicle
2150,3491,Theft from Vehicle
2151,3492,Theft from Vehicle
2152,3494,Other Theft
2153,3495,Theft from Vehicle
2154,3496,Theft of Vehicle
2155,3497,Theft of Vehicle
2158,3500,Theft from Vehicle
2159,3501,Theft from Vehicle
2160,3504,Theft from Vehicle
2161,3505,Theft from Vehicle
2162,3506,Theft of Bicycle
2163,3509,Theft from Vehicle
2164,3510,Theft from Vehicle
2165,3511,Theft from Vehicle
2167,3514,Theft from Vehicle
2168,3516,Theft from Vehicle
2169,3518,Theft from Vehicle
2170,3519,Theft of Vehicle
2171,3520,Theft of Bicycle
2172,3522,Theft from Vehicle
2173,3523,Theft from Vehicle
2174,3524,Other Theft
2175,3526,Theft from Vehicle
2176,3527,Theft of Bicycle
2179,3531,Theft of Vehicle
2181,3534,Theft of Vehicle
2183,3537,Theft from Vehicle
2184,3538,Theft from Vehicle
2185,3539,Theft of Vehicle
2186,3541,Theft of Vehicle
2187,3542,Theft of Vehicle
2189,3545,Theft of Vehicle
2191,3548,Theft of Vehicle
2193,3550,Other Theft
2194,3551,Theft of Bicycle
2195,3552,Other Theft
2196,3557,Theft from Vehicle
2197,3559,Theft of Vehicle
2198,3565,Theft of Bicycle
2199,3566,Theft from Vehicle
2201,3570,Theft of Bicycle
2202,3575,Other Theft
2203,3579,Theft from Vehicle
2204,3580,Theft from Vehicle
2206,3582,Theft of Vehicle
2207,3584,Theft from Vehicle
2208,3586,Other Theft
2210,3590,Theft from Vehicle
2211,3592,Theft from Vehicle
2212,3593,Theft from Vehicle
2214,3596,Theft of Bicycle
2215,3597,Theft from Vehicle
2218,3605,Theft of Vehicle
2219,3608,Other Theft
2220,3610,Theft of Vehicle
2221,3611,Theft from Vehicle
2222,3612,Theft from Vehicle
2223,3613,Theft from Vehicle
2224,3618,Other Theft
2226,3625,Theft from Vehicle
2228,3628,Theft from Vehicle
2229,3631,Theft from Vehicle
2230,3632,Theft from Vehicle
2231,3634,Theft from Vehicle
2232,3635,Other Theft
2233,3636,Other Theft
2234,3637,Theft from Vehicle
2235,3638,Theft from Vehicle
2236,3640,Other Theft
2237,3641,Other Theft
2238,3642,Theft from Vehicle
2239,3643,Theft of Bicycle
2241,3648,Other Theft
2242,3649,Other Theft
2243,3650,Other Theft
2244,3651,Theft from Vehicle
2245,3653,Theft of Bicycle
2246,3654,Theft of Vehicle
2247,3655,Theft from Vehicle
2248,3657,Theft of Bicycle
2249,3658,Theft from Vehicle
2250,3660,Theft of Vehicle
2251,3665,Theft of Bicycle
2252,3667,Theft from Vehicle
2253,3668,Theft from Vehicle
2255,3672,Theft from Vehicle
2256,3673,Theft from Vehicle
2257,3676,Theft from Vehicle
2259,3681,Theft of Vehicle
2261,3684,Theft from Vehicle
2262,3685,Theft from Vehicle
2263,3686,Theft of Vehicle
2264,3687,Theft of Vehicle
2265,3688,Other Theft
2266,3689,Theft from Vehicle
2267,3690,Theft from Vehicle
2269,3692,Theft of Bicycle
2270,3694,Theft from Vehicle
2271,3697,Theft from Vehicle
2272,3698,Theft from Vehicle
2273,3699,Theft from Vehicle
2275,3702,Other Theft
2276,3703,Theft from Vehicle
2277,3704,Theft of Bicycle
2278,3705,Theft of Bicycle
2280,3708,Theft from Vehicle
2282,3711,Theft of Vehicle
2284,3715,Theft of Bicycle
2286,3722,Theft from Vehicle
2288,3726,Theft of Bicycle
2289,3727,Theft of Bicycle
2290,3728,Theft of Bicycle
2291,3729,Theft of Bicycle
2292,3731,Theft of Bicycle
2293,3734,Theft of Bicycle
2297,3739,Other Theft
2298,3740,Theft of Bicycle
2299,3741,Theft from Vehicle
2300,3742,Theft of Vehicle
2302,3744,Other Theft
2307,3753,Theft from Vehicle
2309,3755,Other Theft
2310,3763,Theft from Vehicle
2311,3765,Theft from Vehicle
2312,3766,Theft from Vehicle
2313,3767,Theft of Bicycle
2314,3768,Theft from Vehicle
2315,3769,Theft of Vehicle
2316,3770,Theft from Vehicle
2317,3772,Theft from Vehicle
2319,3783,Theft from Vehicle
2320,3784,Theft of Vehicle
2321,3786,Theft from Vehicle
2322,3787,Other Theft
2323,3790,Theft from Vehicle
2324,3791,Theft of Bicycle
2325,3797,Other Theft
2326,3798,Theft of Bicycle
2329,3801,Theft from Vehicle
2330,3803,Theft from Vehicle
2331,3804,Other Theft
2333,3808,Theft from Vehicle
2334,3809,Theft from Vehicle
2335,3810,Other Theft
2336,3811,Theft from Vehicle
2337,3812,Other Theft
2339,3820,Other Theft
2341,3823,Theft from Vehicle
2343,3825,Other Theft
2345,3828,Other Theft
2346,3830,Theft of Vehicle
2347,3831,Theft from Vehicle
2348,3835,Other Theft
2350,3838,Other Theft
2351,3839,Theft from Vehicle
2352,3841,Theft from Vehicle
2353,3842,Theft of Bicycle
2354,3843,Theft of Vehicle
2355,3844,Theft of Vehicle
2356,3849,Other Theft
2357,3850,Other Theft
2358,3851,Theft from Vehicle
2360,3853,Theft from Vehicle
2361,3856,Theft from Vehicle
2362,3857,Theft from Vehicle
2365,3860,Other Theft
2366,3861,Theft from Vehicle
2367,3864,Theft of Vehicle
2369,3879,Theft from Vehicle
2370,3880,Theft from Vehicle
2371,3881,Theft from Vehicle
2372,3883,Theft of Bicycle
2374,3885,Theft from Vehicle
2375,3886,Theft from Vehicle
2376,3888,Theft from Vehicle
2377,3889,Theft from Vehicle
2378,3891,Theft from Vehicle
2379,3893,Theft from Vehicle
2380,3894,Theft from Vehicle
2381,3895,Theft of Vehicle
2382,3896,Theft from Vehicle
2383,3898,Theft from Vehicle
2385,3901,Theft of Vehicle
2386,3902,Theft of Vehicle
2387,3903,Theft of Bicycle
2388,3904,Theft of Vehicle
2389,3905,Theft of Vehicle
2390,3906,Theft from Vehicle
2391,3907,Theft of Bicycle
2392,3908,Theft from Vehicle
2394,3912,Theft from Vehicle
2395,3914,Theft of Vehicle
2396,3916,Theft of Bicycle
2397,3917,Theft of Vehicle
2400,3922,Theft from Vehicle
2402,3925,Theft of Bicycle
2403,3927,Other Theft
2405,3933,Theft from Vehicle
2407,3938,Theft of Bicycle
2408,3939,Theft of Bicycle
2409,3940,Theft from Vehicle
2410,3941,Theft from Vehicle
2411,3942,Theft from Vehicle
2413,3946,Theft from Vehicle
2414,3947,Theft from Vehicle
2415,3948,Theft from Vehicle
2416,3949,Theft from Vehicle
2417,3950,Theft of Bicycle
2418,3954,Theft of Bicycle
2419,3955,Theft from Vehicle
2420,3957,Theft of Bicycle
2422,3961,Theft of Bicycle
2423,3963,Theft from Vehicle
2424,3969,Theft from Vehicle
2426,3975,Theft from Vehicle
2427,3982,Other Theft
2428,3983,Theft of Vehicle
2429,3984,Theft of Vehicle
2430,3985,Theft of Vehicle
2431,3987,Theft from Vehicle
2432,3988,Theft from Vehicle
2433,3990,Other Theft
2434,3991,Other Theft
2435,3992,Theft from Vehicle
2436,3993,Theft of Bicycle
2437,3996,Theft from Vehicle
2438,3997,Theft of Vehicle
2439,3998,Theft from Vehicle
2440,4000,Theft of Bicycle
2441,4001,Other Theft
2443,4003,Other Theft
2444,4005,Theft of Vehicle
2445,4010,Theft from Vehicle
2447,4012,Theft of Bicycle
2449,4015,Theft from Vehicle
2450,4017,Theft from Vehicle
2452,4020,Theft from Vehicle
2453,4021,Theft from Vehicle
2454,4023,Theft from Vehicle
2455,4024,Other Theft
2456,4025,Theft of Vehicle
2457,4026,Theft from Vehicle
2458,4027,Theft of Vehicle
2459,4028,Theft of Bicycle
2460,4031,Theft from Vehicle
2461,4032,Theft from Vehicle
2462,4033,Theft of Vehicle
2463,4034,Theft of Vehicle
2464,4035,Theft of Bicycle
2465,4036,Theft of Bicycle
2466,4037,Other Theft
2467,4038,Other Theft
2469,4041,Theft from Vehicle
