
,Crime_ID,Description,DateTime,NID
43689,43689,Theft of Vehicle,"2003/11/4, 21:0",8.0
43690,43690,Theft of Vehicle,"2003/2/13, 14:0",10.0
43694,43694,Theft of Vehicle,"2003/4/1, 20:0",21.0
43695,43695,Theft of Vehicle,"2003/9/6, 15:30",21.0
43696,43696,Theft of Vehicle,"2003/1/9, 15:0",15.0
43698,43698,Theft of Vehicle,"2003/10/4, 21:30",10.0
43699,43699,Theft of Vehicle,"2003/12/28, 23:38",15.0
43700,43700,Theft of Vehicle,"2003/9/12, 6:30",21.0
43701,43701,Theft of Vehicle,"2003/4/23, 3:53",21.0
43702,43702,Theft of Vehicle,"2003/8/28, 20:0",21.0
43703,43703,Theft of Vehicle,"2003/5/14, 15:30",15.0
43704,43704,Theft of Vehicle,"2003/5/14, 22:30",15.0
43705,43705,Theft of Vehicle,"2003/2/18, 7:30",15.0
43706,43706,Theft of Vehicle,"2003/12/28, 18:45",15.0
43707,43707,Theft of Vehicle,"2003/6/10, 1:26",11.0
43708,43708,Theft of Vehicle,"2003/11/21, 21:45",15.0
43709,43709,Theft of Vehicle,"2003/5/30, 17:0",10.0
43710,43710,Theft of Vehicle,"2003/6/12, 14:0",10.0
43711,43711,Theft of Vehicle,"2003/9/19, 8:10",15.0
43713,43713,Theft of Vehicle,"2003/2/1, 9:0",15.0
43714,43714,Theft of Vehicle,"2003/7/14, 15:30",21.0
43716,43716,Theft of Vehicle,"2003/4/27, 2:11",21.0
43717,43717,Theft of Vehicle,"2003/9/23, 12:0",21.0
43718,43718,Theft of Vehicle,"2003/9/29, 20:0",10.0
43719,43719,Theft of Vehicle,"2003/12/12, 11:3",10.0
43720,43720,Theft of Vehicle,"2003/6/19, 14:45",10.0
43721,43721,Theft of Vehicle,"2003/12/4, 23:45",15.0
43722,43722,Theft of Vehicle,"2003/4/7, 8:55",11.0
43724,43724,Theft of Vehicle,"2003/4/17, 20:30",11.0
43725,43725,Theft of Vehicle,"2003/3/9, 10:0",21.0
43726,43726,Theft of Vehicle,"2003/8/30, 17:30",21.0
43727,43727,Theft of Vehicle,"2003/12/7, 3:0",21.0
43728,43728,Theft of Vehicle,"2003/11/12, 17:0",11.0
43729,43729,Theft of Vehicle,"2003/12/1, 15:30",11.0
43730,43730,Theft of Vehicle,"2003/12/14, 18:45",11.0
43731,43731,Theft of Vehicle,"2003/10/24, 22:0",11.0
43732,43732,Theft of Vehicle,"2003/10/17, 22:0",10.0
43733,43733,Theft of Vehicle,"2003/3/12, 22:0",21.0
43734,43734,Theft of Vehicle,"2003/1/19, 21:0",21.0
43735,43735,Theft of Vehicle,"2003/12/8, 14:0",21.0
43736,43736,Theft of Vehicle,"2003/11/26, 7:40",15.0
43739,43739,Theft of Vehicle,"2003/3/28, 18:0",15.0
43740,43740,Theft of Vehicle,"2003/4/24, 18:0",21.0
43741,43741,Theft of Vehicle,"2003/6/10, 20:30",21.0
43743,43743,Theft of Vehicle,"2003/7/11, 13:30",11.0
43744,43744,Theft of Vehicle,"2003/6/15, 17:0",10.0
43746,43746,Theft of Vehicle,"2003/3/4, 12:45",21.0
43747,43747,Theft of Vehicle,"2003/4/8, 20:45",21.0
43748,43748,Theft of Vehicle,"2003/2/15, 5:4",21.0
43749,43749,Theft of Vehicle,"2003/10/12, 5:0",21.0
43750,43750,Theft of Vehicle,"2003/12/4, 16:30",21.0
43751,43751,Theft of Vehicle,"2003/12/24, 23:0",21.0
43752,43752,Theft of Vehicle,"2003/10/24, 21:0",21.0
43753,43753,Theft of Vehicle,"2003/1/28, 16:0",21.0
43754,43754,Theft of Vehicle,"2003/10/10, 1:29",21.0
43755,43755,Theft of Vehicle,"2003/12/20, 20:30",21.0
43756,43756,Theft of Vehicle,"2003/11/11, 21:0",11.0
43757,43757,Theft of Vehicle,"2003/10/27, 0:0",21.0
43758,43758,Theft of Vehicle,"2003/6/23, 10:30",10.0
43762,43762,Theft of Vehicle,"2003/12/11, 18:0",21.0
43765,43765,Theft of Vehicle,"2003/9/27, 23:45",10.0
43766,43766,Theft of Vehicle,"2003/4/19, 23:30",21.0
43767,43767,Theft of Vehicle,"2003/6/9, 23:50",21.0
43768,43768,Theft of Vehicle,"2003/2/24, 10:15",21.0
43769,43769,Theft of Vehicle,"2003/3/16, 14:20",21.0
43770,43770,Theft of Vehicle,"2003/4/15, 9:30",21.0
43771,43771,Theft of Vehicle,"2003/7/12, 19:0",21.0
43772,43772,Theft of Vehicle,"2003/2/8, 22:0",21.0
43773,43773,Theft of Vehicle,"2003/6/16, 10:0",15.0
43774,43774,Theft of Vehicle,"2003/4/2, 23:28",21.0
43776,43776,Theft of Vehicle,"2003/5/8, 14:0",11.0
43777,43777,Theft of Vehicle,"2003/8/1, 22:0",10.0
43778,43778,Theft of Vehicle,"2003/8/25, 17:30",11.0
43781,43781,Theft of Vehicle,"2003/1/16, 10:38",21.0
43782,43782,Theft of Vehicle,"2003/5/29, 11:30",10.0
43783,43783,Theft of Vehicle,"2003/2/6, 1:30",21.0
43784,43784,Theft of Vehicle,"2003/10/7, 20:0",21.0
43785,43785,Theft of Vehicle,"2003/11/20, 8:0",15.0
43786,43786,Theft of Vehicle,"2003/8/15, 20:30",11.0
43790,43790,Theft of Vehicle,"2003/3/16, 14:20",21.0
43791,43791,Theft of Vehicle,"2003/4/7, 18:30",21.0
43792,43792,Theft of Vehicle,"2003/10/2, 20:0",11.0
43793,43793,Theft of Vehicle,"2003/6/29, 22:45",21.0
43794,43794,Theft of Vehicle,"2003/8/19, 19:0",10.0
43795,43795,Theft of Vehicle,"2003/7/5, 23:0",21.0
43796,43796,Theft of Vehicle,"2003/1/14, 17:30",11.0
43797,43797,Theft of Vehicle,"2003/3/13, 0:1",15.0
43798,43798,Theft of Vehicle,"2003/8/6, 17:30",15.0
43800,43800,Theft of Vehicle,"2003/11/30, 12:0",21.0
43801,43801,Theft of Vehicle,"2003/1/26, 10:36",21.0
43803,43803,Theft of Vehicle,"2003/8/5, 21:0",21.0
43804,43804,Theft of Vehicle,"2003/12/5, 19:0",11.0
43808,43808,Theft of Vehicle,"2003/5/13, 20:0",11.0
43809,43809,Theft of Vehicle,"2003/9/13, 20:10",21.0
43810,43810,Theft of Vehicle,"2003/10/11, 18:0",11.0
43813,43813,Theft of Vehicle,"2003/4/9, 18:0",21.0
43815,43815,Theft of Vehicle,"2003/6/26, 12:27",11.0
43816,43816,Theft of Vehicle,"2003/11/23, 19:20",21.0
43817,43817,Theft of Vehicle,"2003/11/25, 6:5",11.0
43818,43818,Theft of Vehicle,"2003/10/6, 21:30",21.0
43819,43819,Theft of Vehicle,"2003/12/25, 2:30",21.0
43820,43820,Theft of Vehicle,"2003/9/5, 16:0",21.0
43821,43821,Theft of Vehicle,"2003/9/20, 15:0",10.0
43823,43823,Theft of Vehicle,"2003/1/8, 1:0",11.0
43824,43824,Theft of Vehicle,"2003/5/23, 21:0",11.0
43825,43825,Theft of Vehicle,"2003/8/17, 21:30",11.0
43826,43826,Theft of Vehicle,"2003/1/29, 12:34",11.0
43827,43827,Theft of Vehicle,"2003/4/19, 22:0",21.0
43828,43828,Theft of Vehicle,"2003/4/13, 22:0",11.0
43831,43831,Theft of Vehicle,"2003/4/10, 16:0",15.0
43832,43832,Theft of Vehicle,"2003/12/6, 18:0",15.0
43833,43833,Theft of Vehicle,"2003/12/31, 23:59",21.0
43836,43836,Theft of Vehicle,"2003/6/14, 19:30",10.0
43838,43838,Theft of Vehicle,"2003/11/24, 22:30",11.0
43839,43839,Theft of Vehicle,"2003/5/24, 0:1",11.0
43843,43843,Theft of Vehicle,"2003/6/14, 22:0",17.0
43844,43844,Theft of Vehicle,"2003/10/25, 2:0",13.0
43852,43852,Theft of Vehicle,"2003/8/14, 20:20",20.0
43853,43853,Theft of Vehicle,"2003/3/23, 15:50",20.0
43854,43854,Theft of Vehicle,"2003/9/30, 20:0",20.0
43855,43855,Theft of Vehicle,"2003/11/23, 22:30",20.0
43862,43862,Theft of Vehicle,"2003/10/14, 23:30",8.0
43863,43863,Theft of Vehicle,"2003/3/29, 15:0",14.0
43864,43864,Theft of Vehicle,"2003/1/7, 20:0",14.0
43865,43865,Theft of Vehicle,"2003/4/3, 17:30",14.0
43866,43866,Theft of Vehicle,"2003/11/15, 12:0",14.0
43867,43867,Theft of Vehicle,"2003/10/7, 17:0",14.0
43868,43868,Theft of Vehicle,"2003/11/3, 17:0",17.0
43869,43869,Theft of Vehicle,"2003/10/22, 23:0",17.0
43870,43870,Theft of Vehicle,"2003/1/20, 21:0",17.0
43871,43871,Theft of Vehicle,"2003/9/7, 0:0",17.0
43872,43872,Theft of Vehicle,"2003/11/8, 23:30",17.0
43873,43873,Theft of Vehicle,"2003/5/6, 2:0",17.0
43874,43874,Theft of Vehicle,"2003/3/24, 18:0",17.0
43875,43875,Theft of Vehicle,"2003/6/8, 23:0",17.0
43876,43876,Theft of Vehicle,"2003/1/20, 10:0",17.0
43877,43877,Theft of Vehicle,"2003/5/31, 10:0",17.0
43878,43878,Theft of Vehicle,"2003/5/12, 19:0",17.0
43879,43879,Theft of Vehicle,"2003/8/5, 17:0",17.0
43880,43880,Theft of Vehicle,"2003/10/16, 14:25",17.0
43881,43881,Theft of Vehicle,"2003/3/4, 13:0",21.0
43882,43882,Theft of Vehicle,"2003/3/13, 14:15",21.0
43883,43883,Theft of Vehicle,"2003/10/17, 19:0",21.0
43884,43884,Theft of Vehicle,"2003/11/2, 22:0",21.0
43885,43885,Theft of Vehicle,"2003/5/16, 9:0",21.0
43886,43886,Theft of Vehicle,"2003/8/13, 22:20",21.0
43887,43887,Theft of Vehicle,"2003/11/10, 23:0",21.0
43888,43888,Theft of Vehicle,"2003/12/20, 19:0",14.0
43889,43889,Theft of Vehicle,"2003/9/15, 20:0",14.0
43890,43890,Theft of Vehicle,"2003/4/14, 18:30",21.0
43891,43891,Theft of Vehicle,"2003/2/23, 22:30",21.0
43892,43892,Theft of Vehicle,"2003/6/4, 17:0",21.0
43893,43893,Theft of Vehicle,"2003/12/7, 18:30",21.0
43894,43894,Theft of Vehicle,"2003/4/24, 21:0",21.0
43895,43895,Theft of Vehicle,"2003/6/7, 2:30",21.0
43896,43896,Theft of Vehicle,"2003/5/24, 23:45",14.0
43897,43897,Theft of Vehicle,"2003/12/16, 11:0",14.0
43898,43898,Theft of Vehicle,"2003/7/1, 1:40",14.0
43899,43899,Theft of Vehicle,"2003/2/7, 21:45",20.0
43900,43900,Theft of Vehicle,"2003/5/2, 18:0",20.0
43901,43901,Theft of Vehicle,"2003/5/14, 11:49",20.0
43902,43902,Theft of Vehicle,"2003/11/8, 21:30",20.0
43903,43903,Theft of Vehicle,"2003/2/16, 21:0",20.0
43904,43904,Theft of Vehicle,"2003/10/1, 16:0",17.0
43906,43906,Theft of Vehicle,"2003/4/12, 23:30",23.0
43907,43907,Theft of Vehicle,"2003/8/16, 18:30",23.0
43908,43908,Theft of Vehicle,"2003/9/20, 23:0",20.0
43909,43909,Theft of Vehicle,"2003/2/17, 18:0",20.0
43910,43910,Theft of Vehicle,"2003/8/17, 16:0",20.0
43911,43911,Theft of Vehicle,"2003/1/15, 4:15",14.0
43912,43912,Theft of Vehicle,"2003/10/4, 15:15",20.0
43916,43916,Theft of Vehicle,"2003/8/1, 18:0",20.0
43917,43917,Theft of Vehicle,"2003/1/16, 23:0",20.0
43918,43918,Theft of Vehicle,"2003/10/14, 16:0",20.0
43919,43919,Theft of Vehicle,"2003/11/21, 12:30",20.0
43920,43920,Theft of Vehicle,"2003/6/23, 23:30",6.0
43921,43921,Theft of Vehicle,"2003/3/20, 20:0",6.0
43922,43922,Theft of Vehicle,"2003/10/28, 20:0",8.0
43923,43923,Theft of Vehicle,"2003/9/1, 23:30",8.0
43936,43936,Theft of Vehicle,"2003/2/2, 0:20",20.0
43937,43937,Theft of Vehicle,"2003/8/12, 21:30",20.0
43938,43938,Theft of Vehicle,"2003/12/11, 1:0",20.0
43939,43939,Theft of Vehicle,"2003/8/8, 0:21",20.0
43940,43940,Theft of Vehicle,"2003/9/17, 12:0",20.0
43941,43941,Theft of Vehicle,"2003/11/23, 1:30",20.0
43942,43942,Theft of Vehicle,"2003/10/28, 22:30",20.0
43945,43945,Theft of Vehicle,"2003/1/17, 22:30",20.0
43946,43946,Theft of Vehicle,"2003/12/23, 15:30",20.0
43948,43948,Theft of Vehicle,"2003/6/18, 14:0",7.0
43949,43949,Theft of Vehicle,"2003/9/6, 20:0",7.0
43950,43950,Theft of Vehicle,"2003/9/3, 22:0",21.0
43956,43956,Theft of Vehicle,"2003/7/27, 20:0",8.0
43957,43957,Theft of Vehicle,"2003/10/10, 23:0",8.0
43960,43960,Theft of Vehicle,"2003/10/2, 23:42",6.0
43961,43961,Theft of Vehicle,"2003/4/14, 17:0",6.0
43964,43964,Theft of Vehicle,"2003/1/16, 22:0",20.0
43965,43965,Theft of Vehicle,"2003/5/29, 14:0",20.0
43966,43966,Theft of Vehicle,"2003/2/2, 17:30",7.0
43967,43967,Theft of Vehicle,"2003/1/27, 7:30",6.0
43968,43968,Theft of Vehicle,"2003/11/18, 11:0",6.0
43969,43969,Theft of Vehicle,"2003/4/16, 8:20",6.0
43970,43970,Theft of Vehicle,"2003/6/15, 22:0",6.0
43971,43971,Theft of Vehicle,"2003/7/1, 5:0",6.0
43972,43972,Theft of Vehicle,"2003/1/2, 17:0",6.0
43973,43973,Theft of Vehicle,"2003/1/30, 23:30",6.0
43974,43974,Theft of Vehicle,"2003/12/9, 19:0",19.0
43975,43975,Theft of Vehicle,"2003/1/5, 23:31",19.0
43976,43976,Theft of Vehicle,"2003/2/17, 14:0",19.0
43977,43977,Theft of Vehicle,"2003/9/28, 17:30",19.0
43978,43978,Theft of Vehicle,"2003/9/4, 21:0",19.0
43979,43979,Theft of Vehicle,"2003/9/25, 0:0",19.0
43980,43980,Theft of Vehicle,"2003/10/16, 16:0",19.0
43981,43981,Theft of Vehicle,"2003/2/21, 20:0",19.0
43982,43982,Theft of Vehicle,"2003/1/6, 20:0",19.0
43983,43983,Theft of Vehicle,"2003/5/18, 18:0",19.0
43984,43984,Theft of Vehicle,"2003/10/4, 0:1",19.0
43985,43985,Theft of Vehicle,"2003/1/5, 14:30",15.0
43986,43986,Theft of Vehicle,"2003/1/15, 14:45",15.0
43987,43987,Theft of Vehicle,"2003/1/19, 14:30",15.0
43988,43988,Theft of Vehicle,"2003/2/1, 10:0",15.0
43989,43989,Theft of Vehicle,"2003/2/3, 16:10",15.0
43990,43990,Theft of Vehicle,"2003/2/3, 16:30",15.0
43991,43991,Theft of Vehicle,"2003/2/13, 21:45",15.0
43992,43992,Theft of Vehicle,"2003/2/22, 13:15",15.0
43993,43993,Theft of Vehicle,"2003/3/10, 9:20",15.0
43994,43994,Theft of Vehicle,"2003/3/11, 2:0",15.0
43995,43995,Theft of Vehicle,"2003/3/20, 7:30",15.0
43996,43996,Theft of Vehicle,"2003/4/4, 16:0",15.0
43997,43997,Theft of Vehicle,"2003/4/22, 11:0",15.0
43998,43998,Theft of Vehicle,"2003/5/2, 12:0",15.0
43999,43999,Theft of Vehicle,"2003/5/9, 10:10",15.0
44000,44000,Theft of Vehicle,"2003/5/10, 15:40",15.0
44001,44001,Theft of Vehicle,"2003/5/12, 14:0",15.0
44002,44002,Theft of Vehicle,"2003/5/13, 15:30",15.0
44003,44003,Theft of Vehicle,"2003/5/16, 14:0",15.0
44004,44004,Theft of Vehicle,"2003/5/17, 11:30",15.0
44005,44005,Theft of Vehicle,"2003/5/18, 12:30",15.0
44006,44006,Theft of Vehicle,"2003/5/18, 14:36",15.0
44007,44007,Theft of Vehicle,"2003/5/19, 17:30",15.0
44008,44008,Theft of Vehicle,"2003/5/24, 15:30",15.0
44009,44009,Theft of Vehicle,"2003/6/5, 17:30",15.0
44010,44010,Theft of Vehicle,"2003/6/14, 11:0",15.0
44011,44011,Theft of Vehicle,"2003/6/17, 15:0",15.0
44012,44012,Theft of Vehicle,"2003/6/17, 18:0",15.0
44013,44013,Theft of Vehicle,"2003/7/26, 12:0",15.0
44014,44014,Theft of Vehicle,"2003/7/27, 15:30",15.0
44015,44015,Theft of Vehicle,"2003/7/28, 15:30",15.0
44016,44016,Theft of Vehicle,"2003/9/1, 15:0",15.0
44017,44017,Theft of Vehicle,"2003/9/5, 7:30",15.0
44018,44018,Theft of Vehicle,"2003/9/18, 11:0",15.0
44019,44019,Theft of Vehicle,"2003/9/23, 8:30",15.0
44020,44020,Theft of Vehicle,"2003/10/6, 14:30",15.0
44021,44021,Theft of Vehicle,"2003/10/29, 9:30",15.0
44022,44022,Theft of Vehicle,"2003/11/12, 7:0",15.0
44023,44023,Theft of Vehicle,"2003/12/3, 13:0",15.0
44024,44024,Theft of Vehicle,"2003/12/5, 13:0",15.0
44025,44025,Theft of Vehicle,"2003/12/7, 11:50",15.0
44026,44026,Theft of Vehicle,"2003/12/13, 14:0",15.0
44027,44027,Theft of Vehicle,"2003/12/14, 13:0",15.0
44028,44028,Theft of Vehicle,"2003/1/19, 0:30",15.0
44029,44029,Theft of Vehicle,"2003/5/26, 21:30",15.0
44030,44030,Theft of Vehicle,"2003/6/17, 17:0",15.0
44031,44031,Theft of Vehicle,"2003/7/16, 22:0",13.0
44032,44032,Theft of Vehicle,"2003/8/12, 18:0",13.0
44033,44033,Theft of Vehicle,"2003/9/23, 16:0",13.0
44034,44034,Theft of Vehicle,"2003/11/8, 7:0",13.0
44035,44035,Theft of Vehicle,"2003/7/9, 22:0",6.0
44036,44036,Theft of Vehicle,"2003/7/14, 23:59",6.0
44037,44037,Theft of Vehicle,"2003/11/24, 12:0",6.0
44038,44038,Theft of Vehicle,"2003/1/14, 18:0",6.0
44039,44039,Theft of Vehicle,"2003/4/1, 21:0",6.0
44040,44040,Theft of Vehicle,"2003/8/29, 23:0",6.0
44043,44043,Theft of Vehicle,"2003/1/7, 9:0",13.0
44045,44045,Theft of Vehicle,"2003/2/15, 11:0",8.0
44046,44046,Theft of Vehicle,"2003/7/9, 12:0",8.0
44048,44048,Theft of Vehicle,"2003/1/7, 23:0",11.0
44052,44052,Theft of Vehicle,"2003/5/1, 21:0",21.0
44053,44053,Theft of Vehicle,"2003/9/6, 23:45",21.0
44054,44054,Theft of Vehicle,"2003/9/13, 21:30",10.0
44055,44055,Theft of Vehicle,"2003/4/11, 0:1",21.0
44056,44056,Theft of Vehicle,"2003/5/19, 23:0",21.0
44057,44057,Theft of Vehicle,"2003/3/19, 4:0",21.0
44059,44059,Theft of Vehicle,"2003/4/20, 18:0",15.0
44060,44060,Theft of Vehicle,"2003/4/21, 22:0",15.0
44061,44061,Theft of Vehicle,"2003/8/31, 22:0",15.0
44062,44062,Theft of Vehicle,"2003/3/18, 19:30",11.0
44067,44067,Theft of Vehicle,"2003/3/25, 7:0",11.0
44068,44068,Theft of Vehicle,"2003/5/23, 18:0",11.0
44069,44069,Theft of Vehicle,"2003/11/5, 19:0",11.0
44071,44071,Theft of Vehicle,"2003/12/29, 20:0",11.0
44074,44074,Theft of Vehicle,"2003/10/27, 7:30",11.0
44075,44075,Theft of Vehicle,"2003/5/15, 20:0",10.0
44077,44077,Theft of Vehicle,"2003/2/22, 10:10",21.0
44078,44078,Theft of Vehicle,"2003/3/1, 21:0",15.0
44079,44079,Theft of Vehicle,"2003/1/8, 19:0",15.0
44081,44081,Theft of Vehicle,"2003/6/26, 22:0",11.0
44083,44083,Theft of Vehicle,"2003/12/30, 21:30",21.0
44084,44084,Theft of Vehicle,"2003/12/4, 7:40",21.0
44085,44085,Theft of Vehicle,"2003/12/8, 2:30",13.0
44090,44090,Theft of Vehicle,"2003/9/1, 20:45",11.0
44091,44091,Theft of Vehicle,"2003/11/2, 19:45",13.0
44092,44092,Theft of Vehicle,"2003/1/23, 22:30",21.0
44093,44093,Theft of Vehicle,"2003/6/12, 10:45",13.0
44094,44094,Theft of Vehicle,"2003/11/15, 2:48",13.0
44095,44095,Theft of Vehicle,"2003/2/15, 4:0",13.0
44096,44096,Theft of Vehicle,"2003/3/18, 22:0",13.0
44097,44097,Theft of Vehicle,"2003/4/27, 18:30",11.0
44098,44098,Theft of Vehicle,"2003/4/4, 14:0",13.0
44099,44099,Theft of Vehicle,"2003/7/11, 1:0",21.0
44100,44100,Theft of Vehicle,"2003/9/29, 16:30",21.0
44102,44102,Theft of Vehicle,"2003/9/7, 1:30",13.0
44103,44103,Theft of Vehicle,"2003/11/8, 21:0",11.0
44104,44104,Theft of Vehicle,"2003/6/23, 20:0",13.0
44105,44105,Theft of Vehicle,"2003/2/16, 2:0",13.0
44107,44107,Theft of Vehicle,"2003/4/27, 22:30",13.0
44108,44108,Theft of Vehicle,"2003/10/16, 18:0",13.0
44110,44110,Theft of Vehicle,"2003/2/9, 1:0",21.0
44111,44111,Theft of Vehicle,"2003/9/4, 10:0",13.0
44114,44114,Theft of Vehicle,"2003/1/4, 21:45",13.0
44115,44115,Theft of Vehicle,"2003/7/4, 7:30",13.0
44116,44116,Theft of Vehicle,"2003/9/24, 1:0",13.0
44117,44117,Theft of Vehicle,"2003/2/9, 22:0",21.0
44119,44119,Theft of Vehicle,"2003/8/6, 9:0",21.0
44120,44120,Theft of Vehicle,"2003/6/16, 21:0",11.0
44121,44121,Theft of Vehicle,"2003/2/15, 19:0",13.0
44123,44123,Theft of Vehicle,"2003/8/13, 14:45",11.0
44124,44124,Theft of Vehicle,"2003/1/20, 18:5",21.0
44125,44125,Theft of Vehicle,"2003/7/14, 22:0",21.0
44127,44127,Theft of Vehicle,"2003/5/30, 18:30",21.0
44128,44128,Theft of Vehicle,"2003/6/24, 16:0",21.0
44129,44129,Theft of Vehicle,"2003/1/7, 21:30",13.0
44130,44130,Theft of Vehicle,"2003/9/28, 21:30",21.0
44132,44132,Theft of Vehicle,"2003/11/5, 16:30",13.0
44133,44133,Theft of Vehicle,"2003/6/22, 23:0",21.0
44134,44134,Theft of Vehicle,"2003/11/17, 20:0",21.0
44135,44135,Theft of Vehicle,"2003/7/14, 17:45",21.0
44136,44136,Theft of Vehicle,"2003/1/20, 10:0",21.0
44138,44138,Theft of Vehicle,"2003/8/12, 16:11",21.0
44139,44139,Theft of Vehicle,"2003/3/30, 13:0",17.0
44140,44140,Theft of Vehicle,"2003/7/26, 10:45",20.0
44146,44146,Theft of Vehicle,"2003/1/16, 4:34",23.0
44147,44147,Theft of Vehicle,"2003/4/18, 11:0",23.0
44148,44148,Theft of Vehicle,"2003/6/23, 0:0",23.0
44149,44149,Theft of Vehicle,"2003/7/18, 22:0",23.0
44154,44154,Theft of Vehicle,"2003/10/28, 18:0",20.0
44155,44155,Theft of Vehicle,"2003/3/23, 23:0",23.0
44156,44156,Theft of Vehicle,"2003/5/2, 9:0",23.0
44157,44157,Theft of Vehicle,"2003/2/3, 15:20",23.0
44160,44160,Theft of Vehicle,"2003/5/30, 16:15",20.0
44162,44162,Theft of Vehicle,"2003/1/13, 10:50",20.0
44163,44163,Theft of Vehicle,"2003/12/22, 23:0",7.0
44170,44170,Theft of Vehicle,"2003/10/22, 15:30",9.0
44171,44171,Theft of Vehicle,"2003/11/30, 2:0",14.0
44172,44172,Theft of Vehicle,"2003/1/1, 3:0",14.0
44173,44173,Theft of Vehicle,"2003/11/16, 22:0",14.0
44174,44174,Theft of Vehicle,"2003/11/11, 17:30",9.0
44175,44175,Theft of Vehicle,"2003/12/22, 1:5",9.0
44176,44176,Theft of Vehicle,"2003/1/18, 21:0",9.0
44177,44177,Theft of Vehicle,"2003/7/27, 16:30",9.0
44178,44178,Theft of Vehicle,"2003/5/7, 19:38",9.0
44179,44179,Theft of Vehicle,"2003/8/17, 9:22",9.0
44180,44180,Theft of Vehicle,"2003/3/4, 23:45",9.0
44181,44181,Theft of Vehicle,"2003/9/20, 18:0",9.0
44182,44182,Theft of Vehicle,"2003/2/9, 1:0",9.0
44183,44183,Theft of Vehicle,"2003/3/5, 2:25",9.0
44184,44184,Theft of Vehicle,"2003/12/24, 16:0",9.0
44185,44185,Theft of Vehicle,"2003/11/15, 18:0",9.0
44186,44186,Theft of Vehicle,"2003/7/26, 16:0",9.0
44187,44187,Theft of Vehicle,"2003/6/3, 10:20",21.0
44188,44188,Theft of Vehicle,"2003/11/18, 12:30",21.0
44189,44189,Theft of Vehicle,"2003/8/15, 4:49",21.0
44190,44190,Theft of Vehicle,"2003/12/23, 13:45",21.0
44191,44191,Theft of Vehicle,"2003/4/12, 23:0",21.0
44192,44192,Theft of Vehicle,"2003/10/7, 13:0",21.0
44193,44193,Theft of Vehicle,"2003/11/17, 5:45",21.0
44194,44194,Theft of Vehicle,"2003/3/1, 23:30",21.0
44195,44195,Theft of Vehicle,"2003/1/18, 19:0",21.0
44196,44196,Theft of Vehicle,"2003/1/22, 17:30",21.0
44197,44197,Theft of Vehicle,"2003/4/21, 12:0",21.0
44198,44198,Theft of Vehicle,"2003/5/31, 20:30",21.0
44199,44199,Theft of Vehicle,"2003/5/31, 21:30",21.0
44200,44200,Theft of Vehicle,"2003/11/24, 17:0",21.0
44201,44201,Theft of Vehicle,"2003/10/13, 21:30",21.0
44202,44202,Theft of Vehicle,"2003/3/31, 19:0",21.0
44203,44203,Theft of Vehicle,"2003/10/9, 18:0",21.0
44204,44204,Theft of Vehicle,"2003/12/21, 0:5",21.0
44205,44205,Theft of Vehicle,"2003/7/7, 18:0",21.0
44206,44206,Theft of Vehicle,"2003/4/15, 23:0",21.0
44207,44207,Theft of Vehicle,"2003/6/15, 21:0",21.0
44208,44208,Theft of Vehicle,"2003/5/28, 20:30",21.0
44209,44209,Theft of Vehicle,"2003/11/9, 20:0",21.0
44210,44210,Theft of Vehicle,"2003/8/8, 1:0",21.0
44211,44211,Theft of Vehicle,"2003/4/8, 3:30",14.0
44212,44212,Theft of Vehicle,"2003/6/24, 23:0",14.0
44213,44213,Theft of Vehicle,"2003/3/30, 1:0",20.0
44214,44214,Theft of Vehicle,"2003/5/17, 18:28",20.0
44215,44215,Theft of Vehicle,"2003/9/14, 20:0",20.0
44216,44216,Theft of Vehicle,"2003/4/20, 12:0",20.0
44217,44217,Theft of Vehicle,"2003/11/12, 11:30",20.0
44218,44218,Theft of Vehicle,"2003/11/10, 20:0",20.0
44219,44219,Theft of Vehicle,"2003/10/19, 1:0",9.0
44220,44220,Theft of Vehicle,"2003/2/24, 20:0",20.0
44221,44221,Theft of Vehicle,"2003/8/28, 0:30",20.0
44222,44222,Theft of Vehicle,"2003/5/9, 14:0",20.0
44231,44231,Theft of Vehicle,"2003/6/1, 18:35",20.0
44232,44232,Theft of Vehicle,"2003/2/1, 13:30",20.0
44235,44235,Theft of Vehicle,"2003/2/27, 2:0",14.0
44236,44236,Theft of Vehicle,"2003/8/8, 16:30",14.0
44237,44237,Theft of Vehicle,"2003/8/7, 18:30",14.0
44242,44242,Theft of Vehicle,"2003/2/20, 22:30",20.0
44243,44243,Theft of Vehicle,"2003/3/13, 0:0",20.0
44244,44244,Theft of Vehicle,"2003/1/15, 0:0",20.0
44245,44245,Theft of Vehicle,"2003/1/29, 2:30",20.0
44246,44246,Theft of Vehicle,"2003/12/23, 3:0",20.0
44247,44247,Theft of Vehicle,"2003/5/3, 19:0",20.0
44248,44248,Theft of Vehicle,"2003/3/8, 14:15",20.0
44249,44249,Theft of Vehicle,"2003/1/6, 17:50",9.0
44250,44250,Theft of Vehicle,"2003/12/31, 14:15",9.0
44251,44251,Theft of Vehicle,"2003/11/7, 0:1",9.0
44252,44252,Theft of Vehicle,"2003/3/4, 22:30",20.0
44254,44254,Theft of Vehicle,"2003/1/6, 6:30",23.0
44265,44265,Theft of Vehicle,"2003/3/27, 10:0",20.0
44266,44266,Theft of Vehicle,"2003/9/9, 16:30",20.0
